problem,constraint,percentile,optimized_configuration,duration_avg,duration_median,duration_percentile10,duration_percentile90,cost_avg,cost_median,cost_percentile10,cost_percentile90
BCPC,20415.358087301585,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14490.27925,11287.439999999999,11009.876999999999,22064.066000000003,59.167488219999996,50.791799999999995,49.125099999999996,86.17519999999999
BCPC,20643.43652943723,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 512}",15350.737828,12182.085,11909.146,22930.397,59.048617549999996,50.791799999999995,49.125099999999996,86.1753
BCPC,20871.51497157287,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14470.772592,11283.01,11010.461,21920.915,59.15558543,50.791799999999995,49.125099999999996,86.1752
BCPC,21099.593413708517,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14527.029398000002,11288.01,11015.367999999997,22002.33,59.28641748,50.791799999999995,49.125099999999996,86.17519999999999
BCPC,21327.671855844157,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14467.879788,11273.099999999999,11008.009,22129.510000000006,59.11745448,50.791799999999995,49.125099999999996,86.3835
BCPC,21555.7502979798,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14581.036075,11301.999999999998,11017.075,22037.033,59.65262181999999,50.791799999999995,49.750099999999996,86.5919
BCPC,21783.82874011544,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14510.854560000002,11287.614999999998,11011.67,22091.474000000002,59.208493419999996,50.791799999999995,49.125099999999996,86.17519999999999
BCPC,22011.90718225108,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14345.215844,11283.145,11011.01,21854.805,58.73389035000001,50.791799999999995,49.125099999999996,85.75869999999999
BCPC,22239.98562438672,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14411.291594,11285.480000000001,11007.857,21851.304000000004,58.94429271,50.791799999999995,49.125099999999996,85.7586
BCPC,22468.064066522365,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14440.010999,11285.779999999999,11016.58,21930.45,59.067839619999994,50.791799999999995,49.125099999999996,86.17519999999999
BCPC,22696.14250865801,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14481.611201,11296.89,11008.37,21999.626000000004,59.34843191,50.791799999999995,49.750099999999996,86.17530000000001
BCPC,22924.22095079365,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 512}",15384.099881,12187.515,11913.786000000002,22946.713000000003,59.15720533,50.791799999999995,49.125099999999996,86.17519999999999
BCPC,23152.299392929293,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14566.438513999998,11295.509999999998,11012.319999999998,22195.498000000003,59.56909683000001,50.791799999999995,49.750099999999996,86.5919
BCPC,23380.377835064934,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14503.209795999997,11283.61,11013.008,22192.8,59.23550941,50.791799999999995,49.125099999999996,86.17530000000001
BCPC,23608.456277200577,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14454.423469,11283.064999999999,11010.72,21855.436,59.09244449999999,50.791799999999995,49.125099999999996,85.9669
BCPC,23836.534719336218,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14498.096034,11290.01,11012.089999999998,21953.811,59.22643717999999,50.791799999999995,49.125099999999996,86.1753
BCPC,24064.61316147186,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14468.305629000002,11296.07,11012.31,21909.260000000002,59.06094814000001,50.791799999999995,49.125099999999996,85.7586
BCPC,24292.6916036075,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14495.491172000004,11288.025000000001,11012.608999999999,22088.729000000007,59.18030793,50.791799999999995,49.125099999999996,86.17519999999999
BCPC,24520.770045743146,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14535.486262999999,11290.499999999998,11011.684999999998,22077.986000000004,59.24214403,50.791799999999995,49.125099999999996,86.38351
BCPC,24748.848487878786,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14496.439458,11288.47,11016.199999999999,21934.074000000004,59.28451293,50.791799999999995,49.125099999999996,86.3835
BCPC,24976.92693001443,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14565.141196,11294.275,11013.92,22121.422000000002,59.35048405,50.791799999999995,49.125099999999996,86.1753
BCPC,25205.00537215007,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 512}",15416.902288999998,12183.21,11910.646999999999,23020.229000000003,59.25608945,50.791799999999995,49.125099999999996,86.17519999999999
BCPC,25433.083814285717,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 512}",15441.90826,12182.755000000001,11905.4,22906.641000000003,59.38248707,50.791799999999995,49.125099999999996,86.1752
